Total number of shapes is 5000 
Shapes are:
0: Circle, x = 68, y = 41, radius = 200, perimeter = 1256, color = LIGHT_BLUE
2505: Triangle, x1 = 172, y1 = 93, x2 = 86, y2 = 68, x3 = 66, y3 = 173, perimeter = 329.248, color = ORANGE
2506: Triangle, x1 = 104, y1 = 126, x2 = 161, y2 = 68, x3 = 52, y3 = 12, perimeter = 329.164, color = VIOLET
2507: Triangle, x1 = 130, y1 = 22, x2 = 180, y2 = 16, x3 = 126, y3 = 153, perimeter = 328.678, color = GREEN
2508: Triangle, x1 = 99, y1 = 190, x2 = 17, y2 = 53, x3 = 106, y3 = 188, perimeter = 328.643, color = ORANGE
2509: Triangle, x1 = 64, y1 = 187, x2 = 41, y2 = 88, x3 = 56, y3 = 25, perimeter = 328.595, color = RED
2510: Triangle, x1 = 167, y1 = 49, x2 = 106, y2 = 117, x3 = 96, y3 = 193, perimeter = 328.558, color = VIOLET
2511: Triangle, x1 = 131, y1 = 76, x2 = 63, y2 = 22, x3 = 50, y3 = 152, perimeter = 328.554, color = LIGHT_BLUE
2512: Triangle, x1 = 82, y1 = 200, x2 = 152, y2 = 158, x3 = 197, y3 = 86, perimeter = 328.468, color = LIGHT_BLUE
2513: Triangle, x1 = 118, y1 = 39, x2 = 178, y2 = 178, x3 = 130, y3 = 166, perimeter = 328.44, color = BLUE
2514: Triangle, x1 = 155, y1 = 152, x2 = 80, y2 = 186, x3 = 87, y3 = 57, perimeter = 328.366, color = BLUE
2515: Triangle, x1 = 1, y1 = 77, x2 = 100, y2 = 4, x3 = 138, y3 = 59, perimeter = 328.032, color = YELLOW
2516: Rectangle, x_up_left = 42, y_up_left = 146, x_down_right = 156, y_down_right = 96, perimeter = 328, color = LIGHT_BLUE
2517: Rectangle, x_up_left = 110, y_up_left = 135, x_down_right = 143, y_down_right = 4, perimeter = 328, color = RED
2518: Rectangle, x_up_left = 31, y_up_left = 148, x_down_right = 103, y_down_right = 56, perimeter = 328, color = GREEN
2519: Rectangle, x_up_left = 61, y_up_left = 164, x_down_right = 65, y_down_right = 4, perimeter = 328, color = VIOLET
2520: Rectangle, x_up_left = 61, y_up_left = 67, x_down_right = 159, y_down_right = 1, perimeter = 328, color = YELLOW
2521: Rectangle, x_up_left = 58, y_up_left = 79, x_down_right = 155, y_down_right = 12, perimeter = 328, color = YELLOW
2522: Rectangle, x_up_left = 28, y_up_left = 139, x_down_right = 135, y_down_right = 82, perimeter = 328, color = VIOLET
2523: Rectangle, x_up_left = 34, y_up_left = 199, x_down_right = 45, y_down_right = 46, perimeter = 328, color = ORANGE
2524: Rectangle, x_up_left = 10, y_up_left = 97, x_down_right = 88, y_down_right = 11, perimeter = 328, color = ORANGE
2525: Triangle, x1 = 155, y1 = 178, x2 = 5, y2 = 113, x3 = 77, y3 = 154, perimeter = 327.942, color = ORANGE
2526: Triangle, x1 = 137, y1 = 49, x2 = 19, y2 = 77, x3 = 176, y3 = 31, perimeter = 327.83, color = RED
2527: Triangle, x1 = 153, y1 = 164, x2 = 172, y2 = 22, x3 = 138, y3 = 15, perimeter = 327.732, color = RED
2528: Triangle, x1 = 140, y1 = 87, x2 = 124, y2 = 38, x3 = 4, y3 = 15, perimeter = 327.613, color = BLUE
2529: Triangle, x1 = 191, y1 = 53, x2 = 70, y2 = 80, x3 = 97, y3 = 146, perimeter = 327.516, color = GREEN
2530: Triangle, x1 = 141, y1 = 170, x2 = 94, y2 = 70, x3 = 25, y3 = 79, perimeter = 327.514, color = YELLOW
2531: Triangle, x1 = 200, y1 = 157, x2 = 107, y2 = 49, x3 = 132, y3 = 163, perimeter = 327.497, color = LIGHT_BLUE
2532: Triangle, x1 = 163, y1 = 69, x2 = 41, y2 = 156, x3 = 154, y3 = 130, perimeter = 327.456, color = GREEN
2533: Triangle, x1 = 5, y1 = 126, x2 = 130, y2 = 144, x3 = 15, y3 = 199, perimeter = 327.447, color = BLUE
2534: Triangle, x1 = 144, y1 = 17, x2 = 90, y2 = 151, x3 = 175, y3 = 27, perimeter = 327.381, color = BLUE
2535: Triangle, x1 = 115, y1 = 168, x2 = 32, y2 = 63, x3 = 11, y3 = 148, perimeter = 327.305, color = ORANGE
2536: Triangle, x1 = 182, y1 = 189, x2 = 194, y2 = 151, x3 = 67, y3 = 95, perimeter = 327.178, color = VIOLET
2537: Triangle, x1 = 48, y1 = 192, x2 = 95, y2 = 187, x3 = 140, y3 = 69, perimeter = 327.155, color = LIGHT_BLUE
2538: Triangle, x1 = 30, y1 = 71, x2 = 87, y2 = 54, x3 = 192, y3 = 58, perimeter = 327.078, color = VIOLET
2539: Triangle, x1 = 32, y1 = 3, x2 = 17, y2 = 75, x3 = 86, y3 = 147, perimeter = 327.063, color = YELLOW
2540: Triangle, x1 = 134, y1 = 62, x2 = 138, y2 = 90, x3 = 45, y3 = 194, perimeter = 327.002, color = BLUE
2541: Triangle, x1 = 36, y1 = 77, x2 = 89, y2 = 46, x3 = 155, y3 = 152, perimeter = 326.931, color = RED
2542: Triangle, x1 = 91, y1 = 43, x2 = 29, y2 = 62, x3 = 188, y3 = 76, perimeter = 326.921, color = LIGHT_BLUE
2543: Triangle, x1 = 184, y1 = 138, x2 = 80, y2 = 126, x3 = 101, y3 = 37, perimeter = 326.863, color = LIGHT_BLUE
2544: Triangle, x1 = 169, y1 = 33, x2 = 198, y2 = 33, x3 = 127, y3 = 170, perimeter = 326.598, color = YELLOW
2545: Circle, x = 91, y = 82, radius = 52, perimeter = 326.56, color = RED
2546: Circle, x = 48, y = 36, radius = 52, perimeter = 326.56, color = LIGHT_BLUE
2547: Circle, x = 73, y = 75, radius = 52, perimeter = 326.56, color = GREEN
2548: Circle, x = 105, y = 101, radius = 52, perimeter = 326.56, color = LIGHT_BLUE
2549: Circle, x = 98, y = 105, radius = 52, perimeter = 326.56, color = GREEN
2550: Circle, x = 4, y = 190, radius = 52, perimeter = 326.56, color = LIGHT_BLUE
2551: Circle, x = 150, y = 19, radius = 52, perimeter = 326.56, color = GREEN
2552: Circle, x = 14, y = 84, radius = 52, perimeter = 326.56, color = YELLOW
2553: Circle, x = 15, y = 107, radius = 52, perimeter = 326.56, color = GREEN
2554: Triangle, x1 = 127, y1 = 39, x2 = 104, y2 = 31, x3 = 17, y3 = 149, perimeter = 326.52, color = LIGHT_BLUE
2555: Triangle, x1 = 107, y1 = 183, x2 = 150, y2 = 80, x3 = 169, y3 = 32, perimeter = 326.472, color = BLUE
2556: Rectangle, x_up_left = 116, y_up_left = 117, x_down_right = 173, y_down_right = 11, perimeter = 326, color = ORANGE
2557: Rectangle, x_up_left = 26, y_up_left = 133, x_down_right = 133, y_down_right = 77, perimeter = 326, color = GREEN
2558: Rectangle, x_up_left = 25, y_up_left = 27, x_down_right = 166, y_down_right = 5, perimeter = 326, color = GREEN
2559: Rectangle, x_up_left = 33, y_up_left = 193, x_down_right = 82, y_down_right = 79, perimeter = 326, color = YELLOW
2560: Rectangle, x_up_left = 16, y_up_left = 185, x_down_right = 90, y_down_right = 96, perimeter = 326, color = YELLOW
2561: Rectangle, x_up_left = 102, y_up_left = 156, x_down_right = 140, y_down_right = 31, perimeter = 326, color = YELLOW
2562: Rectangle, x_up_left = 18, y_up_left = 58, x_down_right = 158, y_down_right = 35, perimeter = 326, color = RED
2563: Rectangle, x_up_left = 85, y_up_left = 173, x_down_right = 162, y_down_right = 87, perimeter = 326, color = GREEN
2564: Rectangle, x_up_left = 165, y_up_left = 158, x_down_right = 173, y_down_right = 3, perimeter = 326, color = YELLOW
2565: Rectangle, x_up_left = 152, y_up_left = 200, x_down_right = 157, y_down_right = 42, perimeter = 326, color = ORANGE
2566: Triangle, x1 = 157, y1 = 156, x2 = 146, y2 = 32, x3 = 100, y3 = 15, perimeter = 325.613, color = RED
2567: Triangle, x1 = 96, y1 = 146, x2 = 157, y2 = 98, x3 = 189, y3 = 16, perimeter = 325.484, color = VIOLET
2568: Triangle, x1 = 106, y1 = 197, x2 = 65, y2 = 45, x3 = 116, y3 = 194, perimeter = 325.359, color = YELLOW
2569: Triangle, x1 = 41, y1 = 78, x2 = 199, y2 = 66, x3 = 70, y3 = 96, perimeter = 325.03, color = VIOLET
2570: Triangle, x1 = 169, y1 = 138, x2 = 120, y2 = 33, x3 = 76, y3 = 9, perimeter = 325.019, color = GREEN
2571: Triangle, x1 = 156, y1 = 27, x2 = 51, y2 = 60, x3 = 200, y3 = 75, perimeter = 324.932, color = YELLOW
2572: Triangle, x1 = 194, y1 = 126, x2 = 93, y2 = 121, x3 = 58, y3 = 187, perimeter = 324.883, color = BLUE
2573: Triangle, x1 = 192, y1 = 180, x2 = 103, y2 = 163, x3 = 86, y3 = 78, perimeter = 324.398, color = GREEN
2574: Triangle, x1 = 189, y1 = 126, x2 = 48, y2 = 48, x3 = 137, y3 = 83, perimeter = 324.247, color = ORANGE
2575: Triangle, x1 = 95, y1 = 53, x2 = 2, y2 = 124, x3 = 76, y3 = 171, perimeter = 324.188, color = RED
2576: Triangle, x1 = 197, y1 = 159, x2 = 134, y2 = 54, x3 = 102, y3 = 29, perimeter = 324.07, color = VIOLET
2577: Rectangle, x_up_left = 96, y_up_left = 143, x_down_right = 157, y_down_right = 42, perimeter = 324, color = LIGHT_BLUE
2578: Rectangle, x_up_left = 138, y_up_left = 179, x_down_right = 198, y_down_right = 77, perimeter = 324, color = BLUE
2579: Rectangle, x_up_left = 124, y_up_left = 168, x_down_right = 168, y_down_right = 50, perimeter = 324, color = LIGHT_BLUE
2580: Rectangle, x_up_left = 16, y_up_left = 194, x_down_right = 141, y_down_right = 157, perimeter = 324, color = GREEN
2581: Rectangle, x_up_left = 117, y_up_left = 147, x_down_right = 181, y_down_right = 49, perimeter = 324, color = VIOLET
2582: Rectangle, x_up_left = 93, y_up_left = 100, x_down_right = 197, y_down_right = 42, perimeter = 324, color = LIGHT_BLUE
2583: Rectangle, x_up_left = 7, y_up_left = 106, x_down_right = 95, y_down_right = 32, perimeter = 324, color = ORANGE
2584: Rectangle, x_up_left = 24, y_up_left = 20, x_down_right = 172, y_down_right = 6, perimeter = 324, color = LIGHT_BLUE
2585: Triangle, x1 = 37, y1 = 106, x2 = 59, y2 = 154, x3 = 169, y3 = 75, perimeter = 323.822, color = LIGHT_BLUE
2586: Triangle, x1 = 193, y1 = 29, x2 = 184, y2 = 91, x3 = 104, y3 = 158, perimeter = 323.723, color = RED
2587: Triangle, x1 = 135, y1 = 64, x2 = 198, y2 = 82, x3 = 129, y3 = 192, perimeter = 323.511, color = LIGHT_BLUE
2588: Triangle, x1 = 110, y1 = 120, x2 = 146, y2 = 49, x3 = 79, y3 = 196, perimeter = 323.233, color = VIOLET
2589: Triangle, x1 = 72, y1 = 154, x2 = 187, y2 = 81, x3 = 138, y3 = 46, perimeter = 322.999, color = LIGHT_BLUE
2590: Triangle, x1 = 13, y1 = 156, x2 = 134, y2 = 109, x3 = 24, y3 = 78, perimeter = 322.864, color = RED
2591: Triangle, x1 = 7, y1 = 125, x2 = 137, y2 = 58, x3 = 33, y3 = 151, perimeter = 322.536, color = BLUE
2592: Triangle, x1 = 107, y1 = 17, x2 = 112, y2 = 25, x3 = 122, y3 = 177, perimeter = 322.464, color = ORANGE
2593: Rectangle, x_up_left = 147, y_up_left = 152, x_down_right = 194, y_down_right = 38, perimeter = 322, color = YELLOW
2594: Rectangle, x_up_left = 13, y_up_left = 168, x_down_right = 93, y_down_right = 87, perimeter = 322, color = LIGHT_BLUE
2595: Rectangle, x_up_left = 42, y_up_left = 161, x_down_right = 163, y_down_right = 121, perimeter = 322, color = RED
2596: Rectangle, x_up_left = 34, y_up_left = 173, x_down_right = 125, y_down_right = 103, perimeter = 322, color = BLUE
2597: Rectangle, x_up_left = 32, y_up_left = 164, x_down_right = 176, y_down_right = 147, perimeter = 322, color = YELLOW
2598: Triangle, x1 = 154, y1 = 128, x2 = 8, y2 = 184, x3 = 97, y3 = 179, perimeter = 321.997, color = LIGHT_BLUE
2599: Triangle, x1 = 29, y1 = 105, x2 = 80, y2 = 45, x3 = 102, y3 = 181, perimeter = 321.895, color = ORANGE
2600: Triangle, x1 = 189, y1 = 69, x2 = 42, y2 = 47, x3 = 98, y3 = 100, perimeter = 321.876, color = ORANGE
2601: Triangle, x1 = 71, y1 = 172, x2 = 21, y2 = 58, x3 = 118, y3 = 89, perimeter = 321.7, color = GREEN
2602: Triangle, x1 = 7, y1 = 123, x2 = 71, y2 = 122, x3 = 82, y3 = 5, perimeter = 321.342, color = GREEN
2603: Triangle, x1 = 74, y1 = 24, x2 = 85, y2 = 107, x3 = 164, y3 = 144, perimeter = 320.961, color = BLUE
2604: Triangle, x1 = 18, y1 = 170, x2 = 29, y2 = 30, x3 = 80, y3 = 83, perimeter = 320.816, color = VIOLET
2605: Triangle, x1 = 119, y1 = 32, x2 = 75, y2 = 186, x3 = 101, y3 = 90, perimeter = 320.35, color = LIGHT_BLUE
2606: Circle, x = 114, y = 172, radius = 51, perimeter = 320.28, color = LIGHT_BLUE
2607: Circle, x = 3, y = 163, radius = 51, perimeter = 320.28, color = GREEN
2608: Circle, x = 116, y = 41, radius = 51, perimeter = 320.28, color = LIGHT_BLUE
2609: Circle, x = 115, y = 88, radius = 51, perimeter = 320.28, color = BLUE
2610: Circle, x = 79, y = 82, radius = 51, perimeter = 320.28, color = YELLOW
2611: Circle, x = 187, y = 67, radius = 51, perimeter = 320.28, color = VIOLET
2612: Triangle, x1 = 185, y1 = 94, x2 = 146, y2 = 98, x3 = 25, y3 = 97, perimeter = 320.237, color = RED
2613: Triangle, x1 = 139, y1 = 146, x2 = 17, y2 = 181, x3 = 129, y3 = 95, perimeter = 320.101, color = VIOLET
2614: Triangle, x1 = 172, y1 = 25, x2 = 169, y2 = 185, x3 = 172, y3 = 87, perimeter = 320.074, color = ORANGE
2615: Triangle, x1 = 137, y1 = 170, x2 = 172, y2 = 123, x3 = 174, y3 = 18, perimeter = 320.058, color = YELLOW
2616: Triangle, x1 = 11, y1 = 66, x2 = 161, y2 = 83, x3 = 160, y3 = 63, perimeter = 320.015, color = ORANGE
2617: Rectangle, x_up_left = 14, y_up_left = 74, x_down_right = 106, y_down_right = 6, perimeter = 320, color = VIOLET
2618: Rectangle, x_up_left = 78, y_up_left = 107, x_down_right = 183, y_down_right = 52, perimeter = 320, color = GREEN
2619: Rectangle, x_up_left = 95, y_up_left = 171, x_down_right = 158, y_down_right = 74, perimeter = 320, color = GREEN
2620: Rectangle, x_up_left = 82, y_up_left = 135, x_down_right = 125, y_down_right = 18, perimeter = 320, color = GREEN
2621: Rectangle, x_up_left = 13, y_up_left = 56, x_down_right = 125, y_down_right = 8, perimeter = 320, color = ORANGE
2622: Rectangle, x_up_left = 32, y_up_left = 103, x_down_right = 157, y_down_right = 68, perimeter = 320, color = VIOLET
2623: Rectangle, x_up_left = 58, y_up_left = 130, x_down_right = 93, y_down_right = 5, perimeter = 320, color = YELLOW
2624: Rectangle, x_up_left = 82, y_up_left = 188, x_down_right = 152, y_down_right = 98, perimeter = 320, color = VIOLET
2625: Triangle, x1 = 35, y1 = 33, x2 = 108, y2 = 77, x3 = 174, y3 = 112, perimeter = 319.822, color = RED
2626: Triangle, x1 = 133, y1 = 163, x2 = 25, y2 = 118, x3 = 157, y3 = 98, perimeter = 319.796, color = GREEN
2627: Triangle, x1 = 73, y1 = 166, x2 = 188, y2 = 55, x3 = 161, y3 = 85, perimeter = 319.796, color = BLUE
2628: Triangle, x1 = 41, y1 = 178, x2 = 102, y2 = 94, x3 = 21, y3 = 54, perimeter = 319.753, color = GREEN
2629: Triangle, x1 = 105, y1 = 64, x2 = 5, y2 = 76, x3 = 131, y3 = 138, perimeter = 319.58, color = ORANGE
2630: Triangle, x1 = 23, y1 = 130, x2 = 65, y2 = 26, x3 = 107, y3 = 141, perimeter = 319.307, color = BLUE
2631: Triangle, x1 = 78, y1 = 152, x2 = 77, y2 = 93, x3 = 182, y3 = 49, perimeter = 319.228, color = YELLOW
2632: Triangle, x1 = 99, y1 = 32, x2 = 171, y2 = 4, x3 = 81, y3 = 123, perimeter = 319.217, color = VIOLET
2633: Triangle, x1 = 95, y1 = 111, x2 = 141, y2 = 153, x3 = 96, y3 = 7, perimeter = 319.072, color = VIOLET
2634: Triangle, x1 = 62, y1 = 12, x2 = 132, y2 = 103, x3 = 186, y3 = 53, perimeter = 319.004, color = YELLOW
2635: Triangle, x1 = 76, y1 = 162, x2 = 28, y2 = 166, x3 = 162, y3 = 86, perimeter = 319, color = VIOLET
2636: Triangle, x1 = 45, y1 = 147, x2 = 200, y2 = 116, x3 = 109, y3 = 119, perimeter = 318.976, color = RED
2637: Triangle, x1 = 113, y1 = 22, x2 = 187, y2 = 157, x3 = 119, y3 = 94, perimeter = 318.899, color = RED
2638: Triangle, x1 = 69, y1 = 181, x2 = 163, y2 = 133, x3 = 174, y3 = 72, perimeter = 318.877, color = YELLOW
2639: Triangle, x1 = 150, y1 = 21, x2 = 91, y2 = 30, x3 = 145, y3 = 149, perimeter = 318.459, color = YELLOW
2640: Triangle, x1 = 44, y1 = 150, x2 = 67, y2 = 11, x3 = 1, y3 = 82, perimeter = 318.283, color = ORANGE
2641: Triangle, x1 = 63, y1 = 152, x2 = 109, y2 = 97, x3 = 72, y3 = 5, perimeter = 318.138, color = RED
2642: Triangle, x1 = 109, y1 = 178, x2 = 57, y2 = 159, x3 = 145, y3 = 56, perimeter = 318.036, color = YELLOW
2643: Triangle, x1 = 150, y1 = 176, x2 = 80, y2 = 139, x3 = 178, y3 = 64, perimeter = 318.03, color = ORANGE
2644: Rectangle, x_up_left = 14, y_up_left = 81, x_down_right = 103, y_down_right = 11, perimeter = 318, color = BLUE
2645: Rectangle, x_up_left = 47, y_up_left = 73, x_down_right = 192, y_down_right = 59, perimeter = 318, color = ORANGE
2646: Rectangle, x_up_left = 90, y_up_left = 185, x_down_right = 122, y_down_right = 58, perimeter = 318, color = BLUE
2647: Rectangle, x_up_left = 86, y_up_left = 143, x_down_right = 104, y_down_right = 2, perimeter = 318, color = ORANGE
2648: Rectangle, x_up_left = 51, y_up_left = 176, x_down_right = 62, y_down_right = 28, perimeter = 318, color = GREEN
2649: Rectangle, x_up_left = 15, y_up_left = 153, x_down_right = 39, y_down_right = 18, perimeter = 318, color = RED
2650: Rectangle, x_up_left = 50, y_up_left = 75, x_down_right = 181, y_down_right = 47, perimeter = 318, color = GREEN
2651: Rectangle, x_up_left = 63, y_up_left = 179, x_down_right = 187, y_down_right = 144, perimeter = 318, color = YELLOW
2652: Rectangle, x_up_left = 103, y_up_left = 89, x_down_right = 184, y_down_right = 11, perimeter = 318, color = ORANGE
2653: Triangle, x1 = 9, y1 = 196, x2 = 90, y2 = 63, x3 = 79, y3 = 123, perimeter = 317.863, color = GREEN
2654: Triangle, x1 = 21, y1 = 70, x2 = 132, y2 = 162, x3 = 144, y3 = 126, perimeter = 317.265, color = GREEN
2655: Triangle, x1 = 78, y1 = 49, x2 = 86, y2 = 200, x3 = 115, y3 = 157, perimeter = 317.239, color = RED
2656: Triangle, x1 = 153, y1 = 34, x2 = 102, y2 = 90, x3 = 26, y3 = 8, perimeter = 317.18, color = GREEN
2657: Triangle, x1 = 191, y1 = 141, x2 = 72, y2 = 109, x3 = 171, y3 = 60, perimeter = 317.123, color = YELLOW
2658: Triangle, x1 = 41, y1 = 73, x2 = 86, y2 = 152, x3 = 128, y3 = 30, perimeter = 316.991, color = RED
2659: Triangle, x1 = 95, y1 = 65, x2 = 76, y2 = 41, x3 = 108, y3 = 194, perimeter = 316.574, color = ORANGE
2660: Rectangle, x_up_left = 74, y_up_left = 68, x_down_right = 180, y_down_right = 16, perimeter = 316, color = RED
2661: Rectangle, x_up_left = 83, y_up_left = 197, x_down_right = 154, y_down_right = 110, perimeter = 316, color = ORANGE
2662: Rectangle, x_up_left = 20, y_up_left = 170, x_down_right = 159, y_down_right = 151, perimeter = 316, color = LIGHT_BLUE
2663: Rectangle, x_up_left = 49, y_up_left = 148, x_down_right = 91, y_down_right = 32, perimeter = 316, color = GREEN
2664: Rectangle, x_up_left = 94, y_up_left = 138, x_down_right = 190, y_down_right = 76, perimeter = 316, color = YELLOW
2665: Rectangle, x_up_left = 18, y_up_left = 196, x_down_right = 39, y_down_right = 59, perimeter = 316, color = GREEN
2666: Rectangle, x_up_left = 64, y_up_left = 93, x_down_right = 183, y_down_right = 54, perimeter = 316, color = RED
2667: Rectangle, x_up_left = 87, y_up_left = 191, x_down_right = 125, y_down_right = 71, perimeter = 316, color = GREEN
2668: Rectangle, x_up_left = 45, y_up_left = 168, x_down_right = 108, y_down_right = 73, perimeter = 316, color = YELLOW
2669: Rectangle, x_up_left = 122, y_up_left = 127, x_down_right = 170, y_down_right = 17, perimeter = 316, color = GREEN
2670: Rectangle, x_up_left = 68, y_up_left = 173, x_down_right = 139, y_down_right = 86, perimeter = 316, color = GREEN
2671: Triangle, x1 = 172, y1 = 196, x2 = 131, y2 = 154, x3 = 26, y3 = 153, perimeter = 315.899, color = ORANGE
2672: Triangle, x1 = 79, y1 = 113, x2 = 106, y2 = 40, x3 = 187, y3 = 138, perimeter = 315.831, color = GREEN
2673: Triangle, x1 = 66, y1 = 25, x2 = 169, y2 = 106, x3 = 177, y3 = 134, perimeter = 315.725, color = ORANGE
2674: Triangle, x1 = 173, y1 = 73, x2 = 22, y2 = 50, x3 = 159, y3 = 88, perimeter = 315.432, color = BLUE
2675: Triangle, x1 = 94, y1 = 150, x2 = 72, y2 = 47, x3 = 170, y3 = 72, perimeter = 315.365, color = RED
2676: Triangle, x1 = 148, y1 = 131, x2 = 192, y2 = 38, x3 = 90, y3 = 37, perimeter = 315.342, color = VIOLET
2677: Triangle, x1 = 10, y1 = 106, x2 = 156, y2 = 160, x3 = 44, y3 = 135, perimeter = 315.11, color = ORANGE
2678: Triangle, x1 = 21, y1 = 118, x2 = 100, y2 = 139, x3 = 4, y3 = 31, perimeter = 314.888, color = YELLOW
2679: Triangle, x1 = 76, y1 = 8, x2 = 39, y2 = 158, x3 = 81, y3 = 76, perimeter = 314.81, color = GREEN
2680: Triangle, x1 = 171, y1 = 100, x2 = 69, y2 = 99, x3 = 165, y3 = 15, perimeter = 314.778, color = RED
2681: Triangle, x1 = 120, y1 = 94, x2 = 123, y2 = 20, x3 = 34, y3 = 135, perimeter = 314.751, color = ORANGE
2682: Triangle, x1 = 138, y1 = 11, x2 = 185, y2 = 37, x3 = 33, y3 = 40, perimeter = 314.673, color = VIOLET
2683: Triangle, x1 = 7, y1 = 177, x2 = 65, y2 = 55, x3 = 50, y3 = 189, perimeter = 314.565, color = GREEN
2684: Triangle, x1 = 95, y1 = 155, x2 = 130, y2 = 181, x3 = 77, y3 = 38, perimeter = 314.483, color = LIGHT_BLUE
2685: Triangle, x1 = 200, y1 = 71, x2 = 156, y2 = 60, x3 = 57, y3 = 7, perimeter = 314.317, color = GREEN
2686: Triangle, x1 = 104, y1 = 199, x2 = 32, y2 = 115, x3 = 127, y3 = 95, perimeter = 314.23, color = RED
2687: Triangle, x1 = 115, y1 = 126, x2 = 140, y2 = 11, x3 = 63, y3 = 19, perimeter = 314.067, color = ORANGE
2688: Triangle, x1 = 145, y1 = 149, x2 = 88, y2 = 189, x3 = 107, y3 = 51, perimeter = 314.046, color = YELLOW
2689: Rectangle, x_up_left = 67, y_up_left = 141, x_down_right = 134, y_down_right = 51, perimeter = 314, color = YELLOW
2690: Rectangle, x_up_left = 77, y_up_left = 199, x_down_right = 164, y_down_right = 129, perimeter = 314, color = YELLOW
2691: Rectangle, x_up_left = 7, y_up_left = 165, x_down_right = 100, y_down_right = 101, perimeter = 314, color = LIGHT_BLUE
2692: Rectangle, x_up_left = 28, y_up_left = 123, x_down_right = 104, y_down_right = 42, perimeter = 314, color = YELLOW
2693: Circle, x = 101, y = 125, radius = 50, perimeter = 314, color = BLUE
