Total number of shapes is 10000 
Shapes are:
0: Circle, x = 89, y = 177, radius = 200, perimeter = 1256, color = ORANGE
5075: Triangle, x1 = 106, y1 = 82, x2 = 6, y2 = 57, x3 = 167, y3 = 66, perimeter = 327.392, color = GREEN
5076: Triangle, x1 = 47, y1 = 161, x2 = 34, y2 = 176, x3 = 76, y3 = 19, perimeter = 327.301, color = BLUE
5077: Triangle, x1 = 65, y1 = 63, x2 = 145, y2 = 4, x3 = 91, y3 = 140, perimeter = 327.003, color = LIGHT_BLUE
5078: Triangle, x1 = 48, y1 = 185, x2 = 191, y2 = 153, x3 = 80, y3 = 127, perimeter = 326.783, color = VIOLET
5079: Triangle, x1 = 192, y1 = 99, x2 = 55, y2 = 183, x3 = 168, y3 = 135, perimeter = 326.74, color = YELLOW
5080: Triangle, x1 = 86, y1 = 157, x2 = 126, y2 = 194, x3 = 9, y3 = 80, perimeter = 326.738, color = ORANGE
5081: Triangle, x1 = 16, y1 = 72, x2 = 48, y2 = 146, x3 = 126, y3 = 186, perimeter = 326.698, color = RED
5082: Circle, x = 162, y = 102, radius = 52, perimeter = 326.56, color = VIOLET
5083: Circle, x = 74, y = 7, radius = 52, perimeter = 326.56, color = RED
5084: Circle, x = 87, y = 2, radius = 52, perimeter = 326.56, color = ORANGE
5085: Circle, x = 41, y = 1, radius = 52, perimeter = 326.56, color = LIGHT_BLUE
5086: Circle, x = 34, y = 151, radius = 52, perimeter = 326.56, color = RED
5087: Circle, x = 176, y = 10, radius = 52, perimeter = 326.56, color = ORANGE
5088: Circle, x = 189, y = 115, radius = 52, perimeter = 326.56, color = YELLOW
5089: Circle, x = 65, y = 17, radius = 52, perimeter = 326.56, color = LIGHT_BLUE
5090: Circle, x = 93, y = 119, radius = 52, perimeter = 326.56, color = LIGHT_BLUE
5091: Triangle, x1 = 23, y1 = 36, x2 = 97, y2 = 2, x3 = 118, y3 = 119, perimeter = 326.457, color = RED
5092: Triangle, x1 = 82, y1 = 21, x2 = 191, y2 = 131, x3 = 153, y3 = 134, perimeter = 326.43, color = BLUE
5093: Triangle, x1 = 121, y1 = 49, x2 = 133, y2 = 135, x3 = 45, y3 = 9, perimeter = 326.405, color = BLUE
5094: Triangle, x1 = 109, y1 = 154, x2 = 40, y2 = 178, x3 = 36, y3 = 51, perimeter = 326.364, color = VIOLET
5095: Triangle, x1 = 109, y1 = 59, x2 = 167, y2 = 147, x3 = 200, y3 = 27, perimeter = 326.312, color = BLUE
5096: Triangle, x1 = 69, y1 = 144, x2 = 28, y2 = 70, x3 = 163, y3 = 125, perimeter = 326.274, color = RED
5097: Triangle, x1 = 199, y1 = 61, x2 = 36, y2 = 61, x3 = 78, y3 = 57, perimeter = 326.256, color = YELLOW
5098: Rectangle, x_up_left = 160, y_up_left = 134, x_down_right = 198, y_down_right = 9, perimeter = 326, color = ORANGE
5099: Rectangle, x_up_left = 160, y_up_left = 193, x_down_right = 182, y_down_right = 52, perimeter = 326, color = VIOLET
5100: Rectangle, x_up_left = 73, y_up_left = 198, x_down_right = 74, y_down_right = 36, perimeter = 326, color = GREEN
5101: Rectangle, x_up_left = 53, y_up_left = 171, x_down_right = 162, y_down_right = 117, perimeter = 326, color = BLUE
5102: Rectangle, x_up_left = 35, y_up_left = 200, x_down_right = 177, y_down_right = 179, perimeter = 326, color = RED
5103: Rectangle, x_up_left = 4, y_up_left = 175, x_down_right = 124, y_down_right = 132, perimeter = 326, color = GREEN
5104: Rectangle, x_up_left = 20, y_up_left = 20, x_down_right = 175, y_down_right = 12, perimeter = 326, color = RED
5105: Rectangle, x_up_left = 69, y_up_left = 169, x_down_right = 170, y_down_right = 107, perimeter = 326, color = ORANGE
5106: Rectangle, x_up_left = 29, y_up_left = 77, x_down_right = 180, y_down_right = 65, perimeter = 326, color = YELLOW
5107: Rectangle, x_up_left = 35, y_up_left = 191, x_down_right = 45, y_down_right = 38, perimeter = 326, color = VIOLET
5108: Rectangle, x_up_left = 57, y_up_left = 115, x_down_right = 185, y_down_right = 80, perimeter = 326, color = ORANGE
5109: Rectangle, x_up_left = 42, y_up_left = 139, x_down_right = 120, y_down_right = 54, perimeter = 326, color = LIGHT_BLUE
5110: Rectangle, x_up_left = 82, y_up_left = 200, x_down_right = 178, y_down_right = 133, perimeter = 326, color = VIOLET
5111: Triangle, x1 = 192, y1 = 178, x2 = 168, y2 = 64, x3 = 129, y3 = 32, perimeter = 325.959, color = VIOLET
5112: Triangle, x1 = 2, y1 = 88, x2 = 14, y2 = 137, x3 = 142, y3 = 134, perimeter = 325.847, color = BLUE
5113: Triangle, x1 = 166, y1 = 151, x2 = 106, y2 = 84, x3 = 67, y3 = 22, perimeter = 325.795, color = VIOLET
5114: Triangle, x1 = 155, y1 = 24, x2 = 77, y2 = 167, x3 = 87, y3 = 149, perimeter = 325.78, color = BLUE
5115: Triangle, x1 = 14, y1 = 75, x2 = 127, y2 = 168, x3 = 87, y3 = 188, perimeter = 325.599, color = YELLOW
5116: Triangle, x1 = 4, y1 = 95, x2 = 97, y2 = 76, x3 = 130, y3 = 159, perimeter = 325.563, color = VIOLET
5117: Triangle, x1 = 163, y1 = 84, x2 = 14, y2 = 46, x3 = 172, y3 = 79, perimeter = 325.474, color = VIOLET
5118: Triangle, x1 = 181, y1 = 153, x2 = 102, y2 = 20, x3 = 187, y3 = 98, perimeter = 325.384, color = VIOLET
5119: Triangle, x1 = 48, y1 = 193, x2 = 12, y2 = 41, x3 = 65, y3 = 127, perimeter = 325.379, color = ORANGE
5120: Triangle, x1 = 166, y1 = 35, x2 = 74, y2 = 16, x3 = 20, y3 = 75, perimeter = 325.303, color = RED
5121: Triangle, x1 = 199, y1 = 173, x2 = 119, y2 = 96, x3 = 79, y3 = 181, perimeter = 325.244, color = ORANGE
5122: Triangle, x1 = 151, y1 = 96, x2 = 59, y2 = 163, x3 = 5, y3 = 138, perimeter = 325.239, color = GREEN
5123: Triangle, x1 = 199, y1 = 127, x2 = 117, y2 = 170, x3 = 52, y3 = 115, perimeter = 325.226, color = VIOLET
5124: Triangle, x1 = 27, y1 = 16, x2 = 154, y2 = 49, x3 = 179, y3 = 70, perimeter = 325.174, color = ORANGE
5125: Triangle, x1 = 41, y1 = 191, x2 = 147, y2 = 200, x3 = 143, y3 = 111, perimeter = 325.101, color = YELLOW
5126: Triangle, x1 = 150, y1 = 123, x2 = 192, y2 = 130, x3 = 46, y3 = 191, perimeter = 325.068, color = LIGHT_BLUE
5127: Triangle, x1 = 103, y1 = 164, x2 = 194, y2 = 64, x3 = 121, y3 = 50, perimeter = 324.95, color = LIGHT_BLUE
5128: Triangle, x1 = 197, y1 = 52, x2 = 137, y2 = 154, x3 = 103, y3 = 47, perimeter = 324.743, color = ORANGE
5129: Triangle, x1 = 55, y1 = 152, x2 = 81, y2 = 40, x3 = 138, y3 = 153, perimeter = 324.547, color = BLUE
5130: Triangle, x1 = 184, y1 = 171, x2 = 101, y2 = 108, x3 = 38, y3 = 113, perimeter = 324.499, color = YELLOW
5131: Triangle, x1 = 127, y1 = 39, x2 = 182, y2 = 191, x3 = 182, y3 = 173, perimeter = 324.493, color = LIGHT_BLUE
5132: Triangle, x1 = 35, y1 = 145, x2 = 137, y2 = 164, x3 = 195, y3 = 146, perimeter = 324.487, color = ORANGE
5133: Triangle, x1 = 47, y1 = 40, x2 = 32, y2 = 11, x3 = 15, y3 = 169, perimeter = 324.471, color = VIOLET
5134: Triangle, x1 = 91, y1 = 187, x2 = 129, y2 = 44, x3 = 154, y3 = 50, perimeter = 324.464, color = LIGHT_BLUE
5135: Triangle, x1 = 42, y1 = 129, x2 = 33, y2 = 20, x3 = 113, y3 = 139, perimeter = 324.463, color = YELLOW
5136: Triangle, x1 = 87, y1 = 129, x2 = 59, y2 = 199, x3 = 138, y3 = 58, perimeter = 324.434, color = LIGHT_BLUE
5137: Triangle, x1 = 40, y1 = 168, x2 = 148, y2 = 98, x3 = 59, y3 = 68, perimeter = 324.41, color = GREEN
5138: Triangle, x1 = 195, y1 = 118, x2 = 49, y2 = 60, x3 = 121, y3 = 58, perimeter = 324.395, color = ORANGE
5139: Triangle, x1 = 22, y1 = 94, x2 = 62, y2 = 190, x3 = 132, y3 = 196, perimeter = 324.27, color = BLUE
5140: Triangle, x1 = 64, y1 = 3, x2 = 102, y2 = 144, x3 = 36, y3 = 10, perimeter = 324.265, color = ORANGE
5141: Triangle, x1 = 52, y1 = 142, x2 = 47, y2 = 154, x3 = 167, y3 = 46, perimeter = 324.247, color = RED
5142: Triangle, x1 = 122, y1 = 23, x2 = 9, y2 = 120, x3 = 95, y3 = 107, perimeter = 324.132, color = BLUE
5143: Triangle, x1 = 69, y1 = 15, x2 = 105, y2 = 122, x3 = 169, y3 = 33, perimeter = 324.123, color = YELLOW
5144: Triangle, x1 = 166, y1 = 42, x2 = 35, y2 = 33, x3 = 193, y3 = 60, perimeter = 324.049, color = ORANGE
5145: Rectangle, x_up_left = 114, y_up_left = 99, x_down_right = 181, y_down_right = 4, perimeter = 324, color = GREEN
5146: Rectangle, x_up_left = 45, y_up_left = 67, x_down_right = 200, y_down_right = 60, perimeter = 324, color = VIOLET
5147: Rectangle, x_up_left = 75, y_up_left = 132, x_down_right = 109, y_down_right = 4, perimeter = 324, color = ORANGE
5148: Rectangle, x_up_left = 86, y_up_left = 168, x_down_right = 116, y_down_right = 36, perimeter = 324, color = BLUE
5149: Rectangle, x_up_left = 13, y_up_left = 110, x_down_right = 87, y_down_right = 22, perimeter = 324, color = RED
5150: Rectangle, x_up_left = 28, y_up_left = 87, x_down_right = 132, y_down_right = 29, perimeter = 324, color = BLUE
5151: Rectangle, x_up_left = 104, y_up_left = 186, x_down_right = 185, y_down_right = 105, perimeter = 324, color = RED
5152: Rectangle, x_up_left = 90, y_up_left = 146, x_down_right = 140, y_down_right = 34, perimeter = 324, color = VIOLET
5153: Rectangle, x_up_left = 103, y_up_left = 141, x_down_right = 170, y_down_right = 46, perimeter = 324, color = LIGHT_BLUE
5154: Rectangle, x_up_left = 85, y_up_left = 130, x_down_right = 173, y_down_right = 56, perimeter = 324, color = GREEN
5155: Rectangle, x_up_left = 73, y_up_left = 156, x_down_right = 149, y_down_right = 70, perimeter = 324, color = BLUE
5156: Rectangle, x_up_left = 23, y_up_left = 175, x_down_right = 75, y_down_right = 65, perimeter = 324, color = ORANGE
5157: Rectangle, x_up_left = 23, y_up_left = 132, x_down_right = 154, y_down_right = 101, perimeter = 324, color = ORANGE
5158: Rectangle, x_up_left = 3, y_up_left = 192, x_down_right = 99, y_down_right = 126, perimeter = 324, color = VIOLET
5159: Rectangle, x_up_left = 142, y_up_left = 129, x_down_right = 197, y_down_right = 22, perimeter = 324, color = LIGHT_BLUE
5160: Rectangle, x_up_left = 180, y_up_left = 161, x_down_right = 189, y_down_right = 8, perimeter = 324, color = YELLOW
5161: Rectangle, x_up_left = 114, y_up_left = 111, x_down_right = 184, y_down_right = 19, perimeter = 324, color = GREEN
5162: Rectangle, x_up_left = 35, y_up_left = 136, x_down_right = 82, y_down_right = 21, perimeter = 324, color = LIGHT_BLUE
5163: Rectangle, x_up_left = 99, y_up_left = 198, x_down_right = 175, y_down_right = 112, perimeter = 324, color = LIGHT_BLUE
5164: Rectangle, x_up_left = 62, y_up_left = 78, x_down_right = 168, y_down_right = 22, perimeter = 324, color = BLUE
5165: Rectangle, x_up_left = 25, y_up_left = 110, x_down_right = 168, y_down_right = 91, perimeter = 324, color = YELLOW
5166: Rectangle, x_up_left = 1, y_up_left = 156, x_down_right = 105, y_down_right = 98, perimeter = 324, color = YELLOW
5167: Rectangle, x_up_left = 65, y_up_left = 34, x_down_right = 199, y_down_right = 6, perimeter = 324, color = YELLOW
5168: Triangle, x1 = 98, y1 = 17, x2 = 197, y2 = 127, x3 = 79, y3 = 37, perimeter = 323.981, color = VIOLET
5169: Triangle, x1 = 46, y1 = 42, x2 = 132, y2 = 117, x3 = 136, y3 = 170, perimeter = 323.734, color = BLUE
5170: Triangle, x1 = 93, y1 = 99, x2 = 176, y2 = 180, x3 = 40, y3 = 108, perimeter = 323.616, color = ORANGE
5171: Triangle, x1 = 111, y1 = 97, x2 = 185, y2 = 137, x3 = 168, y3 = 6, perimeter = 323.595, color = VIOLET
5172: Triangle, x1 = 172, y1 = 193, x2 = 158, y2 = 200, x3 = 174, y3 = 43, perimeter = 323.479, color = VIOLET
5173: Triangle, x1 = 15, y1 = 61, x2 = 142, y2 = 120, x3 = 123, y3 = 48, perimeter = 323.28, color = LIGHT_BLUE
5174: Triangle, x1 = 80, y1 = 49, x2 = 154, y2 = 39, x3 = 167, y3 = 152, perimeter = 323.244, color = ORANGE
5175: Triangle, x1 = 135, y1 = 59, x2 = 76, y2 = 180, x3 = 170, y3 = 136, perimeter = 322.988, color = RED
5176: Triangle, x1 = 158, y1 = 66, x2 = 14, y2 = 77, x3 = 54, y3 = 24, perimeter = 322.98, color = VIOLET
5177: Triangle, x1 = 195, y1 = 126, x2 = 138, y2 = 86, x3 = 43, y3 = 121, perimeter = 322.959, color = RED
5178: Triangle, x1 = 47, y1 = 113, x2 = 79, y2 = 152, x3 = 136, y3 = 20, perimeter = 322.954, color = VIOLET
5179: Triangle, x1 = 70, y1 = 52, x2 = 119, y2 = 176, x3 = 156, y3 = 178, perimeter = 322.936, color = RED
5180: Triangle, x1 = 106, y1 = 82, x2 = 34, y2 = 162, x3 = 19, y3 = 43, perimeter = 322.912, color = RED
5181: Triangle, x1 = 104, y1 = 11, x2 = 140, y2 = 58, x3 = 102, y3 = 163, perimeter = 322.881, color = ORANGE
5182: Triangle, x1 = 17, y1 = 72, x2 = 8, y2 = 51, x3 = 152, y3 = 116, perimeter = 322.827, color = VIOLET
5183: Triangle, x1 = 47, y1 = 35, x2 = 196, y2 = 96, x3 = 51, y3 = 34, perimeter = 322.825, color = BLUE
5184: Triangle, x1 = 95, y1 = 138, x2 = 183, y2 = 109, x3 = 159, y3 = 18, perimeter = 322.767, color = VIOLET
5185: Triangle, x1 = 120, y1 = 32, x2 = 114, y2 = 192, x3 = 105, y3 = 81, perimeter = 322.721, color = VIOLET
5186: Triangle, x1 = 103, y1 = 198, x2 = 147, y2 = 55, x3 = 172, y3 = 116, perimeter = 322.708, color = GREEN
5187: Triangle, x1 = 49, y1 = 17, x2 = 125, y2 = 75, x3 = 195, y3 = 75, perimeter = 322.702, color = YELLOW
5188: Triangle, x1 = 120, y1 = 154, x2 = 3, y2 = 62, x3 = 128, y3 = 118, perimeter = 322.688, color = YELLOW
5189: Triangle, x1 = 145, y1 = 131, x2 = 57, y2 = 98, x3 = 47, y3 = 19, perimeter = 322.436, color = RED
5190: Triangle, x1 = 134, y1 = 94, x2 = 45, y2 = 53, x3 = 74, y3 = 174, perimeter = 322.416, color = BLUE
5191: Triangle, x1 = 127, y1 = 91, x2 = 56, y2 = 158, x3 = 128, y3 = 21, perimeter = 322.396, color = BLUE
5192: Triangle, x1 = 74, y1 = 98, x2 = 155, y2 = 185, x3 = 199, y3 = 123, perimeter = 322.371, color = LIGHT_BLUE
5193: Triangle, x1 = 174, y1 = 159, x2 = 91, y2 = 138, x3 = 96, y3 = 42, perimeter = 322.362, color = LIGHT_BLUE
5194: Triangle, x1 = 52, y1 = 115, x2 = 177, y2 = 178, x3 = 160, y3 = 106, perimeter = 322.333, color = BLUE
5195: Triangle, x1 = 160, y1 = 47, x2 = 12, y2 = 51, x3 = 81, y3 = 95, perimeter = 322.328, color = GREEN
5196: Triangle, x1 = 10, y1 = 109, x2 = 144, y2 = 82, x3 = 78, y3 = 32, perimeter = 322.222, color = LIGHT_BLUE
5197: Triangle, x1 = 158, y1 = 46, x2 = 10, y2 = 107, x3 = 152, y3 = 55, perimeter = 322.116, color = LIGHT_BLUE
5198: Rectangle, x_up_left = 53, y_up_left = 143, x_down_right = 108, y_down_right = 37, perimeter = 322, color = RED
5199: Rectangle, x_up_left = 129, y_up_left = 159, x_down_right = 165, y_down_right = 34, perimeter = 322, color = LIGHT_BLUE
5200: Rectangle, x_up_left = 95, y_up_left = 117, x_down_right = 157, y_down_right = 18, perimeter = 322, color = LIGHT_BLUE
5201: Rectangle, x_up_left = 169, y_up_left = 163, x_down_right = 179, y_down_right = 12, perimeter = 322, color = YELLOW
5202: Rectangle, x_up_left = 4, y_up_left = 122, x_down_right = 103, y_down_right = 60, perimeter = 322, color = RED
5203: Rectangle, x_up_left = 169, y_up_left = 174, x_down_right = 199, y_down_right = 43, perimeter = 322, color = LIGHT_BLUE
5204: Rectangle, x_up_left = 36, y_up_left = 34, x_down_right = 170, y_down_right = 7, perimeter = 322, color = YELLOW
5205: Rectangle, x_up_left = 22, y_up_left = 196, x_down_right = 52, y_down_right = 65, perimeter = 322, color = RED
5206: Rectangle, x_up_left = 37, y_up_left = 73, x_down_right = 158, y_down_right = 33, perimeter = 322, color = BLUE
5207: Rectangle, x_up_left = 62, y_up_left = 148, x_down_right = 134, y_down_right = 59, perimeter = 322, color = GREEN
5208: Rectangle, x_up_left = 1, y_up_left = 188, x_down_right = 67, y_down_right = 93, perimeter = 322, color = VIOLET
5209: Rectangle, x_up_left = 108, y_up_left = 184, x_down_right = 169, y_down_right = 84, perimeter = 322, color = BLUE
5210: Rectangle, x_up_left = 24, y_up_left = 88, x_down_right = 107, y_down_right = 10, perimeter = 322, color = RED
5211: Rectangle, x_up_left = 52, y_up_left = 168, x_down_right = 159, y_down_right = 114, perimeter = 322, color = LIGHT_BLUE
5212: Triangle, x1 = 32, y1 = 156, x2 = 156, y2 = 54, x3 = 53, y3 = 130, perimeter = 321.987, color = VIOLET
5213: Triangle, x1 = 109, y1 = 61, x2 = 39, y2 = 151, x3 = 165, y3 = 112, perimeter = 321.658, color = VIOLET
5214: Triangle, x1 = 136, y1 = 65, x2 = 37, y2 = 181, x3 = 139, y3 = 57, perimeter = 321.608, color = YELLOW
5215: Triangle, x1 = 56, y1 = 108, x2 = 178, y2 = 20, x3 = 77, y3 = 44, perimeter = 321.596, color = ORANGE
5216: Triangle, x1 = 46, y1 = 106, x2 = 160, y2 = 181, x3 = 46, y3 = 177, perimeter = 321.529, color = YELLOW
5217: Triangle, x1 = 40, y1 = 89, x2 = 1, y2 = 136, x3 = 140, y3 = 63, perimeter = 321.402, color = LIGHT_BLUE
5218: Triangle, x1 = 100, y1 = 57, x2 = 79, y2 = 173, x3 = 6, y3 = 119, perimeter = 321.293, color = LIGHT_BLUE
5219: Triangle, x1 = 27, y1 = 156, x2 = 184, y2 = 136, x3 = 168, y3 = 151, perimeter = 321.289, color = BLUE
5220: Triangle, x1 = 142, y1 = 136, x2 = 82, y2 = 108, x3 = 67, y3 = 5, perimeter = 321.249, color = LIGHT_BLUE
5221: Triangle, x1 = 16, y1 = 121, x2 = 169, y2 = 76, x3 = 32, y3 = 107, perimeter = 321.204, color = GREEN
5222: Triangle, x1 = 32, y1 = 85, x2 = 192, y2 = 72, x3 = 148, y3 = 77, perimeter = 321.086, color = ORANGE
5223: Triangle, x1 = 83, y1 = 29, x2 = 47, y2 = 184, x3 = 52, y3 = 97, perimeter = 321.002, color = ORANGE
5224: Triangle, x1 = 48, y1 = 171, x2 = 36, y2 = 48, x3 = 118, y3 = 97, perimeter = 320.971, color = YELLOW
5225: Triangle, x1 = 103, y1 = 86, x2 = 94, y2 = 51, x3 = 15, y3 = 183, perimeter = 320.942, color = VIOLET
5226: Triangle, x1 = 185, y1 = 26, x2 = 77, y2 = 114, x3 = 187, y3 = 96, perimeter = 320.804, color = RED
5227: Triangle, x1 = 74, y1 = 76, x2 = 165, y2 = 16, x3 = 94, y3 = 141, perimeter = 320.764, color = LIGHT_BLUE
5228: Triangle, x1 = 171, y1 = 169, x2 = 167, y2 = 131, x3 = 72, y3 = 48, perimeter = 320.7, color = GREEN
5229: Triangle, x1 = 62, y1 = 121, x2 = 3, y2 = 9, x3 = 102, y3 = 40, perimeter = 320.668, color = VIOLET
5230: Triangle, x1 = 103, y1 = 120, x2 = 188, y2 = 70, x3 = 190, y3 = 184, perimeter = 320.638, color = RED
5231: Triangle, x1 = 72, y1 = 104, x2 = 143, y2 = 181, x3 = 184, y3 = 87, perimeter = 320.573, color = GREEN
5232: Triangle, x1 = 122, y1 = 45, x2 = 15, y2 = 47, x3 = 92, y3 = 136, perimeter = 320.522, color = VIOLET
5233: Triangle, x1 = 5, y1 = 151, x2 = 159, y2 = 169, x3 = 50, y3 = 130, perimeter = 320.474, color = YELLOW
5234: Triangle, x1 = 86, y1 = 48, x2 = 109, y2 = 140, x3 = 59, y3 = 196, perimeter = 320.347, color = VIOLET
5235: Triangle, x1 = 199, y1 = 8, x2 = 178, y2 = 159, x3 = 155, y3 = 136, perimeter = 320.332, color = BLUE
5236: Triangle, x1 = 38, y1 = 196, x2 = 177, y2 = 130, x3 = 65, y3 = 151, perimeter = 320.304, color = BLUE
5237: Triangle, x1 = 177, y1 = 18, x2 = 113, y2 = 149, x3 = 197, y3 = 82, perimeter = 320.298, color = YELLOW
5238: Circle, x = 123, y = 156, radius = 51, perimeter = 320.28, color = GREEN
5239: Circle, x = 159, y = 156, radius = 51, perimeter = 320.28, color = LIGHT_BLUE
5240: Circle, x = 137, y = 36, radius = 51, perimeter = 320.28, color = ORANGE
5241: Circle, x = 98, y = 113, radius = 51, perimeter = 320.28, color = GREEN
5242: Circle, x = 2, y = 175, radius = 51, perimeter = 320.28, color = YELLOW
5243: Circle, x = 146, y = 69, radius = 51, perimeter = 320.28, color = BLUE
5244: Circle, x = 21, y = 33, radius = 51, perimeter = 320.28, color = LIGHT_BLUE
5245: Circle, x = 82, y = 178, radius = 51, perimeter = 320.28, color = YELLOW
5246: Circle, x = 66, y = 38, radius = 51, perimeter = 320.28, color = YELLOW
5247: Circle, x = 72, y = 188, radius = 51, perimeter = 320.28, color = LIGHT_BLUE
5248: Circle, x = 37, y = 159, radius = 51, perimeter = 320.28, color = GREEN
5249: Circle, x = 6, y = 178, radius = 51, perimeter = 320.28, color = BLUE
5250: Circle, x = 127, y = 43, radius = 51, perimeter = 320.28, color = GREEN
5251: Circle, x = 177, y = 46, radius = 51, perimeter = 320.28, color = YELLOW
5252: Circle, x = 116, y = 58, radius = 51, perimeter = 320.28, color = GREEN
5253: Triangle, x1 = 159, y1 = 33, x2 = 3, y2 = 18, x3 = 57, y3 = 1, perimeter = 320.234, color = YELLOW
5254: Triangle, x1 = 39, y1 = 144, x2 = 147, y2 = 52, x3 = 59, y3 = 56, perimeter = 320.208, color = YELLOW
5255: Triangle, x1 = 37, y1 = 39, x2 = 12, y2 = 46, x3 = 20, y3 = 189, perimeter = 320.145, color = YELLOW
5256: Triangle, x1 = 143, y1 = 169, x2 = 14, y2 = 179, x3 = 161, y3 = 136, perimeter = 320.137, color = YELLOW
5257: Triangle, x1 = 118, y1 = 76, x2 = 55, y2 = 87, x3 = 156, y3 = 185, perimeter = 320.117, color = VIOLET
5258: Triangle, x1 = 111, y1 = 157, x2 = 77, y2 = 114, x3 = 2, y3 = 40, perimeter = 320.085, color = VIOLET
5259: Triangle, x1 = 195, y1 = 123, x2 = 106, y2 = 55, x3 = 83, y3 = 11, perimeter = 320.045, color = GREEN
5260: Triangle, x1 = 66, y1 = 154, x2 = 27, y2 = 117, x3 = 177, y3 = 157, perimeter = 320.041, color = YELLOW
5261: Triangle, x1 = 147, y1 = 186, x2 = 76, y2 = 46, x3 = 126, y3 = 177, perimeter = 320.04, color = VIOLET
5262: Rectangle, x_up_left = 3, y_up_left = 193, x_down_right = 36, y_down_right = 66, perimeter = 320, color = BLUE
5263: Rectangle, x_up_left = 161, y_up_left = 186, x_down_right = 198, y_down_right = 63, perimeter = 320, color = BLUE
5264: Rectangle, x_up_left = 99, y_up_left = 143, x_down_right = 153, y_down_right = 37, perimeter = 320, color = VIOLET
5265: Rectangle, x_up_left = 59, y_up_left = 134, x_down_right = 93, y_down_right = 8, perimeter = 320, color = GREEN
5266: Rectangle, x_up_left = 73, y_up_left = 88, x_down_right = 195, y_down_right = 50, perimeter = 320, color = GREEN
5267: Rectangle, x_up_left = 32, y_up_left = 170, x_down_right = 178, y_down_right = 156, perimeter = 320, color = LIGHT_BLUE
